state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,day_minutes,day_calls,day_charge,eve_minutes,eve_calls,eve_charge,night_minutes,night_calls,night_charge,intl_minutes,intl_calls,intl_charge,customer_service_calls,churn,total_minutes_domestic,total_minutes_all,total_charge_domestic,total_charge_all,total_calls_domestic,total_calls_all,customer_satisfaction
NH,119,415,0,1,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,0,617.2,627.2,58.550000000000004,61.25000000000001,333,339,0.2949852507374631
MI,158,415,0,0,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,0,587.2,597.5,54.47,57.25,280,283,0.35335689045936397
ND,50,415,0,0,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,0,589.5,599.1,68.54,71.13000000000001,332,338,0.2958579881656805
LA,98,408,0,0,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,0,451.2,461.3,43.58,46.309999999999995,283,288,0.6944444444444444
HI,101,415,0,1,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,0,451.90000000000003,464.90000000000003,41.059999999999995,44.56999999999999,271,280,0.7142857142857143
NJ,182,415,0,0,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,1,677.1,686.6,72.58000000000001,75.15,336,347,0.5763688760806917
WV,51,408,0,0,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,0,505.8,517.8,49.51,52.75,267,270,0.0
NC,117,510,0,0,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,0,501.09999999999997,510.99999999999994,54.870000000000005,57.540000000000006,345,346,0.5780346820809248
PA,92,415,1,0,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0,579.7,591.4000000000001,63.77,66.93,337,340,0.0
MI,86,408,0,0,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,0,599.7,605.9000000000001,56.910000000000004,58.580000000000005,317,320,0.625
WY,122,415,0,0,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,0,555.1,563.8000000000001,48.85,51.2,318,322,0.6211180124223602
NJ,156,408,0,1,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,0,636.4000000000001,651.2,60.669999999999995,64.66999999999999,364,372,0.2688172043010753
NJ,127,510,0,0,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,1,705.5,719.4,71.08,74.83,311,317,0.0
NC,130,408,1,0,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1,706.6,723.5,73.36,77.92,315,317,1.5772870662460567
NM,158,408,0,0,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,0,664.3,664.3,61.709999999999994,61.709999999999994,287,287,0.6968641114982579
MS,145,510,1,1,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,0,562.2,573.3000000000001,53.339999999999996,56.339999999999996,308,311,0.3215434083601286
TX,90,415,1,1,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1,571.1,584.4,54.38,57.97,284,287,0.0
OK,127,510,0,1,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,0,499.3,508.5,32.95,35.43,371,376,0.7978723404255319
ID,109,415,0,0,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,0,638.8,648.6999999999999,60.22,62.89,364,366,0.273224043715847
AL,88,415,0,0,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,0,476.4,483.9,50.24,52.27,277,280,0.35714285714285715
WY,101,510,0,1,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,0,509.20000000000005,520.0,51.33,54.25,302,311,0.0
HI,171,510,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0,620.6,630.9,58.6,61.38,291,292,0.0
VA,21,415,0,0,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,0,654.4,666.8,66.0,69.35,367,369,0.27100271002710025
WV,145,408,0,1,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,0,675.8,686.5,66.41,69.3,326,327,0.6116207951070336
DE,90,415,0,0,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,0,708.4000000000001,716.4000000000001,67.36,69.52,304,311,0.6430868167202572
CA,33,408,0,0,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,0,457.29999999999995,464.4,48.34,50.260000000000005,319,326,0.3067484662576687
PA,61,408,0,1,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1,459.70000000000005,469.90000000000003,41.03,43.78,293,295,0.6779661016949152
CO,107,415,0,0,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,0,521.9,535.3,55.55000000000001,59.17000000000001,320,321,0.9345794392523363
MD,147,408,0,0,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1,789.4000000000001,795.6000000000001,79.04,80.71000000000001,257,258,0.0
AL,117,510,0,0,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,0,517.7,525.4000000000001,50.400000000000006,52.480000000000004,242,252,0.7936507936507936
AL,95,415,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0,603.7,617.9000000000001,63.99,67.82000000000001,331,337,0.2967359050445104
KS,186,510,0,0,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,0,471.9,480.59999999999997,45.97,48.32,300,306,0.32679738562091504
MI,128,415,0,0,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,0,640.8,648.6999999999999,62.07000000000001,64.2,274,278,0.0
AK,55,408,0,1,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,0,564.1,572.2,49.93000000000001,52.120000000000005,322,323,0.9287925696594427
OH,134,415,0,0,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,0,365.70000000000005,378.6,24.29,27.77,266,268,0.7462686567164178
IN,96,415,0,1,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,0,680.7,692.0,59.419999999999995,62.46999999999999,285,292,0.3424657534246575
SC,107,415,0,0,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0,618.5999999999999,629.3,64.19,67.08,265,268,0.0
KS,123,415,0,0,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,0,343.8,356.3,39.11,42.49,294,295,0.6779661016949152
OK,35,415,0,0,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,0,747.9,753.6999999999999,67.38,68.94999999999999,243,250,0.8
WI,74,408,0,0,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,0,655.0,667.0,61.27,64.51,373,376,0.0
IN,130,408,0,0,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,0,425.2,437.8,40.29,43.69,357,366,0.273224043715847
IL,137,408,1,0,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1,677.4,691.6,67.21,71.03999999999999,268,272,0.0
TN,88,415,0,0,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,0,588.8,599.3,56.67,59.510000000000005,331,338,0.2958579881656805
DC,80,408,0,0,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,0,384.9,394.4,30.32,32.89,268,272,1.1029411764705883
NC,116,408,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0,533.8,542.0,50.9,53.11,338,340,0.8823529411764706
RI,123,510,0,1,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,0,749.7,764.6,74.97,78.99,301,304,0.6578947368421052
MS,120,415,0,0,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0,495.9,506.59999999999997,45.3,48.19,324,327,0.3058103975535168
VA,146,415,1,0,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,0,640.2,650.7,55.24,58.08,303,309,0.3236245954692557
KY,106,510,0,1,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,0,493.20000000000005,501.40000000000003,46.26,48.47,295,299,1.0033444816053512
NV,121,408,0,1,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,0,512.9000000000001,524.9000000000001,43.589999999999996,46.83,303,305,0.32786885245901637
WI,137,510,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,0,541.7,550.8000000000001,49.14,51.6,252,254,0.39370078740157477
NH,84,408,0,1,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,0,520.8,526.5,45.78,47.32,234,237,0.8438818565400843
NE,67,510,0,1,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0,594.2,607.4000000000001,56.6,60.160000000000004,240,246,0.40650406504065045
WI,161,408,0,0,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1,505.4,511.29999999999995,49.19,50.78,299,301,1.3289036544850499
NJ,134,510,0,1,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1,659.0,665.1,69.57000000000001,71.22000000000001,314,319,0.6269592476489028
ME,62,415,1,1,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1,647.3,660.5,65.9,69.46000000000001,362,365,0.0
WY,120,415,0,1,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,0,628.8,637.8,66.14,68.57000000000001,280,293,0.3412969283276451
IN,130,408,0,1,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,0,592.3,599.6999999999999,59.76,61.76,361,368,0.0
WI,20,408,0,0,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,0,713.3000000000001,725.6,65.59,68.91,245,251,0.796812749003984
VT,68,415,0,0,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,0,568.7,579.0,53.91,56.69,325,328,0.3048780487804878
CA,112,415,0,0,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0,599.6,608.1,61.57999999999999,63.87999999999999,352,356,0.0
IN,77,408,0,0,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,0,680.2,691.5,62.32000000000001,65.37,274,278,1.079136690647482
SC,109,415,0,0,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,0,656.5,665.5,64.14,66.57000000000001,243,246,0.8130081300813009
IN,108,415,0,0,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,0,609.1999999999999,620.8,59.379999999999995,62.51,300,303,0.9900990099009901
IA,79,415,0,1,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,0,623.5,632.6,58.79,61.25,321,323,0.30959752321981426
MD,119,408,0,0,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1,713.5,724.4,71.74,74.67999999999999,259,262,1.1450381679389312
MN,38,510,0,0,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,1,525.4,534.6,54.080000000000005,56.56,315,318,1.5723270440251573
AR,109,415,0,1,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,1,599.4,608.4,51.41,53.839999999999996,316,322,1.8633540372670807
MS,78,415,0,0,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,0,503.8,514.6,42.230000000000004,45.150000000000006,279,285,0.3508771929824561
MN,134,415,0,0,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,0,691.0,698.2,71.49,73.42999999999999,343,345,0.0
WA,47,415,0,1,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0,576.7,584.4000000000001,51.67,53.75,302,306,0.6535947712418301
MS,59,408,0,1,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0,394.9,404.0,37.83,40.29,282,285,0.0
ID,151,415,0,0,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0,712.1,717.6,68.11,69.6,291,294,0.0
NC,129,415,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,0,487.4,498.5,39.02,42.02,371,375,0.26666666666666666
VA,107,510,0,1,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,0,748.8,763.1999999999999,78.09,81.98,319,326,0.6134969325153374
MT,137,408,1,0,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1,677.7,688.6,72.60000000000001,75.54,329,332,0.0
MI,76,510,0,0,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,0,497.1,506.40000000000003,42.14999999999999,44.65999999999999,293,295,0.3389830508474576
HI,24,415,0,0,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0,536.9,553.1,58.239999999999995,62.60999999999999,397,399,0.0
NC,169,408,0,0,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,0,505.09999999999997,515.0999999999999,49.800000000000004,52.50000000000001,259,263,0.7604562737642585
MN,30,408,0,0,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,0,480.5,490.7,35.54,38.29,265,273,0.3663003663003663
WV,70,415,0,0,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0,562.7,572.1,57.42,59.96,305,308,0.974025974025974
SD,52,510,1,0,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,1,640.0,651.0,68.09,71.06,251,253,0.0
HI,3,408,0,0,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0,675.9,682.0,57.82,59.47,294,297,1.3468013468013467
MS,38,415,0,0,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,0,529.4,543.8,46.83,50.72,317,319,0.6269592476489028
NY,104,415,0,0,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,0,573.9,584.5,64.12,66.98,274,282,1.0638297872340425
LA,27,408,0,0,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0,510.8,519.9,41.47,43.93,326,330,0.30303030303030304
KS,166,415,1,1,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,0,557.9,569.3,57.230000000000004,60.31,274,279,0.35842293906810035
MA,13,408,0,0,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0,690.9000000000001,704.5000000000001,67.09,70.76,291,299,0.6688963210702341
AK,52,408,0,0,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0,503.6,515.4,55.88,59.07,296,300,0.6666666666666667
SD,114,415,0,1,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0,596.1,607.7,54.55,57.68,297,302,0.33112582781456956
CO,156,408,0,0,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,0,519.3,522.8,48.31,49.260000000000005,304,307,0.32573289902280134
NH,90,415,0,1,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0,671.0,682.1,64.89,67.89,248,252,0.0
WV,62,415,0,0,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0,473.9,484.7,49.17,52.09,323,328,0.6097560975609756
AZ,82,415,0,1,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,0,641.4000000000001,652.4000000000001,55.510000000000005,58.480000000000004,293,299,0.6688963210702341
ME,52,510,0,0,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0,530.3,542.5999999999999,45.73,49.05,270,274,1.094890510948905
NH,146,510,0,0,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0,547.6,558.3000000000001,47.64,50.53,249,255,0.39215686274509803
RI,120,415,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0,727.1,734.3000000000001,70.64,72.58,315,320,0.625
ID,130,415,0,0,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1,645.5,663.8,69.47,74.41,315,321,0.3115264797507788
WI,90,408,0,0,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0,398.79999999999995,410.19999999999993,33.379999999999995,36.459999999999994,265,274,0.36496350364963503
NM,147,408,1,0,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,0,459.5,469.6,50.25,52.98,310,314,0.3184713375796179
WY,159,415,0,0,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1,451.30000000000007,461.6000000000001,46.98,49.76,253,256,0.0
IL,74,510,0,1,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0,626.0999999999999,639.3,55.25,58.81,358,360,1.1111111111111112
TX,130,408,0,0,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0,631.4,637.1,66.72,68.26,270,275,0.0
RI,155,408,1,0,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0,551.1999999999999,562.4,56.86,59.88,313,316,0.0
MI,87,415,0,0,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0,518.8,535.4,55.62,60.099999999999994,265,269,0.7434944237918215
OR,81,415,0,0,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1,748.7,761.8000000000001,83.73,87.27000000000001,208,213,0.0
VA,99,510,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0,487.3,501.6,46.58,50.44,338,347,0.5763688760806917
SD,131,510,0,0,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0,591.0,601.2,58.1,60.85,336,347,0.5763688760806917
AL,89,510,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1,558.1999999999999,568.4999999999999,49.83,52.61,239,243,2.05761316872428
MS,123,415,1,0,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1,506.3,512.6,43.64,45.34,331,337,1.1869436201780417
MS,130,510,0,1,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,0,685.5,698.1,71.97,75.37,348,352,0.2840909090909091
HI,99,415,0,0,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0,440.4,450.9,41.239999999999995,44.08,255,261,0.38314176245210724
WV,36,408,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0,635.7,645.6,59.18,61.85,359,362,0.2762430939226519
WV,87,415,0,0,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0,554.0,561.5,47.4,49.43,305,310,0.967741935483871
WV,139,415,0,0,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0,563.9000000000001,575.5000000000001,65.56,68.69,369,378,0.5291005291005291
IN,189,510,0,0,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,0,493.80000000000007,505.50000000000006,55.440000000000005,58.60000000000001,266,273,0.3663003663003663
NM,96,415,0,1,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,0,562.1,572.5,56.260000000000005,59.07000000000001,286,301,0.9966777408637874
DE,112,408,0,0,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,0,495.0,505.3,43.489999999999995,46.269999999999996,298,303,0.6600660066006601
NC,75,408,0,0,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,0,654.4000000000001,668.7,64.02000000000001,67.88000000000001,285,288,0.3472222222222222
NM,178,415,0,1,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,0,504.09999999999997,514.5999999999999,52.21,55.05,247,250,0.8
SC,112,415,0,0,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1,786.8,801.0,77.24,81.07,291,293,0.6825938566552902
NJ,108,415,0,1,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,0,491.1,501.90000000000003,48.99,51.910000000000004,291,298,0.0
AZ,100,510,0,0,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,0,454.70000000000005,468.70000000000005,39.33,43.11,306,314,0.0
RI,121,510,0,1,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,0,665.5,674.9,65.03,67.57000000000001,337,339,0.0
SD,116,415,0,0,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,0,469.6,479.6,36.92,39.620000000000005,283,289,0.34602076124567477
NH,161,415,0,0,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0,528.6,540.1,54.01,57.12,243,247,0.4048582995951417
AL,19,415,1,0,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0,627.0,631.5,66.21,67.42999999999999,314,318,0.0
WV,104,415,0,0,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0,660.8000000000001,670.9000000000001,64.47999999999999,67.21,314,318,0.3144654088050315
ID,119,415,1,1,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,0,613.5,625.7,57.61,60.9,285,289,0.0
MD,125,415,0,0,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,0,567.6,575.6,59.39999999999999,61.55999999999999,294,296,0.0
IN,156,510,0,0,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0,604.9,612.6,64.19999999999999,66.27999999999999,364,368,0.2717391304347826
WY,109,415,0,0,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,0,536.1,546.1,49.92999999999999,52.629999999999995,330,335,0.5970149253731344
NH,95,510,0,0,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0,508.20000000000005,516.4000000000001,47.730000000000004,49.940000000000005,304,307,0.6514657980456027
MN,90,408,0,0,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0,542.8,547.4,47.28,48.52,315,319,0.3134796238244514
MA,105,415,0,1,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,0,611.7,620.4000000000001,53.79,56.14,248,251,0.796812749003984
NH,101,510,0,0,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,0,687.3,697.9,66.01,68.87,323,327,0.3058103975535168
MN,95,415,0,0,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,0,610.9,619.0,56.56999999999999,58.75999999999999,332,334,0.29940119760479045
IA,123,415,0,0,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,0,567.9,577.9,56.61,59.31,299,303,0.0
NY,160,408,0,0,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0,652.7,658.3000000000001,64.77000000000001,66.28000000000002,311,313,0.3194888178913738
AL,141,510,0,1,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,0,708.6999999999999,716.0999999999999,80.3,82.3,354,357,0.2801120448179272
WV,87,415,0,0,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0,311.4,322.9,23.97,27.08,377,380,0.0
NM,81,415,0,0,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,0,649.5999999999999,661.3999999999999,60.33,63.519999999999996,258,264,0.7575757575757576
CA,75,415,0,1,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0,667.8,680.9,66.00999999999999,69.55,279,282,1.4184397163120568
MA,126,408,0,1,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0,523.3,535.4,43.129999999999995,46.4,288,294,0.0
ME,28,415,0,0,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0,684.0999999999999,693.8,67.07,69.69,304,307,0.9771986970684038
FL,153,415,0,0,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0,592.7,605.2,61.709999999999994,65.08999999999999,347,349,0.0
NH,97,408,0,1,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1,551.5,560.1,47.12,49.44,307,313,0.6389776357827476
IN,115,408,0,0,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,0,450.59999999999997,461.7,42.87,45.87,306,310,0.6451612903225806
WI,95,408,0,0,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,0,628.3,639.5,64.10000000000001,67.12,253,259,0.3861003861003861
MA,17,415,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,1,725.0999999999999,738.6999999999999,62.17,65.84,303,306,0.0
NH,105,415,0,1,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0,777.9000000000001,786.8000000000001,68.62,71.02000000000001,309,311,0.3215434083601286
TX,121,415,0,0,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,0,493.9,503.0,43.379999999999995,45.839999999999996,292,301,0.6644518272425249
NC,125,408,0,0,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,0,614.5,625.8,62.81,65.86,289,291,0.6872852233676976
CT,124,415,0,0,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,0,424.40000000000003,433.6,42.800000000000004,45.28,298,300,0.6666666666666667
